Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765655519,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655520,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655521,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655522,60,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655523,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655524,120,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655525,140,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655526,160,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655527,180,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655528,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655529,220,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655530,240,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765655531,260,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655532,280,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655533,300,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655534,300,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655535,300,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655536,300,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655537,300,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655538,300,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,16,0,11148.354500008281,11178.006606252893,11148.354500008281,11246.959900017828,96.1875
1765655539,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655540,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655541,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655542,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655543,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655544,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655545,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655546,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655547,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655548,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655549,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655550,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655551,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655552,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655553,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
1765655554,300,,Aggregated,1.600000,0.000000,11000,11000,11000,20000,20000,20000,20000,20000,20000,20000,20000,20,0,11148.354500008281,12869.859745004214,11148.354500008281,19640.891599992756,96.05
